id,predict_0,predict_1,predict_2
    2,0.557672203,0.4415403008,0.00078751816
    3,0.716320455,0.2584209442,0.02525860630
    4,0.886106372,0.1109693125,0.00292429328
    7,0.364725232,0.5982721448,0.03700263053
    9,0.390604019,0.5641690493,0.04522692040
   10,0.976820946,0.0204821918,0.00269691506
   11,0.703117788,0.2962819934,0.00060021464
   12,0.816861272,0.1747024655,0.00843631104
   14,0.266622245,0.7228926420,0.01048514526
   15,0.969643295,0.0301308315,0.00022586779
   16,0.494703442,0.4087706208,0.09652591497
   17,0.835581660,0.1594125777,0.00500577129
   18,0.996487141,0.0034210123,0.00009185533
   21,0.329664767,0.5626505017,0.10768472403
   22,0.838368535,0.1612386107,0.00039290558
   25,0.739609540,0.2543315887,0.00605884288
   30,0.945121050,0.0545842312,0.00029468309
   32,0.517136335,0.4813197851,0.00154388894
   34,0.367850095,0.3497117162,0.28243812919
   35,0.376304477,0.6010765433,0.02261899598
   36,0.805191934,0.1943401843,0.00046783677
   37,0.817958832,0.1749372035,0.00710399495
   39,0.976405621,0.0171389021,0.00645552389
   40,0.410587937,0.2076659799,0.38174605370
   41,0.687148571,0.3122580349,0.00059340644
   42,0.301747859,0.6727060080,0.02554615401
   45,0.285238743,0.3001605272,0.41460078955
   46,0.899591386,0.1001655832,0.00024302173
   47,0.875123382,0.0979414731,0.02693518996
   48,0.302920789,0.0664426833,0.63063651323
   50,0.484109163,0.4096664488,0.10622433573
   51,0.237059146,0.7543843389,0.00855654385
   52,0.986341059,0.0134967221,0.00016215368
   56,0.558661640,0.4399889112,0.00134947558
   58,0.702765584,0.2873566151,0.00987776462
   62,0.912803650,0.0868868232,0.00030957250
   63,0.985253870,0.0145252198,0.00022086607
   65,0.140826792,0.1611394882,0.69803369045
   66,0.293936431,0.2039023638,0.50216120481
   70,0.300418377,0.2234649211,0.47611665726
   71,0.976820946,0.0204821918,0.00269691506
   72,0.501598716,0.3812363148,0.11716490984
   73,0.962576985,0.0371403620,0.00028268839
   74,0.658794105,0.3406340480,0.00057181396
   76,0.644667268,0.3545727730,0.00075996260
   77,0.875933647,0.1118357256,0.01223063935
   78,0.661748469,0.3039577305,0.03429384902
   82,0.290814400,0.6329874992,0.07619807124
   85,0.313819766,0.1277418733,0.55843836069
   86,0.977854490,0.0219498035,0.00019572396
   87,0.644506037,0.3169551492,0.03853879496
   95,0.992006361,0.0078888917,0.00010472359
   96,0.407988876,0.0905657634,0.50144535303
   97,0.876233757,0.0815763250,0.04218997061
   98,0.977854490,0.0219498035,0.00019572396
  100,0.976405621,0.0171389021,0.00645552389
  101,0.813044786,0.1854120940,0.00154317240
  102,0.964600325,0.0351631083,0.00023653395
  103,0.475482792,0.5077258945,0.01679127477
  106,0.835774302,0.0884696543,0.07575610280
  108,0.566161275,0.4330158532,0.00082289125
  109,0.816861272,0.1747024655,0.00843631104
  110,0.816861272,0.1747024655,0.00843631104
  113,0.233169660,0.4563044012,0.31052595377
  114,0.676970005,0.3087213039,0.01430872176
  116,0.977699876,0.0154800238,0.00682008965
  117,0.625048995,0.3111158311,0.06383515894
  118,0.540509701,0.4169914126,0.04249890521
  121,0.990238428,0.0095355436,0.00022602023
  122,0.978926837,0.0169384368,0.00413472438
  123,0.852118134,0.1465058029,0.00137609243
  124,0.974217951,0.0256090425,0.00017301070
  126,0.465409130,0.5318854451,0.00270543830
  127,0.586477876,0.4041516781,0.00937041920
  128,0.617493629,0.3675806224,0.01492575184
  133,0.376566887,0.6014956832,0.02193745971
  136,0.522103012,0.2689734995,0.20892347395
  137,0.698624909,0.3008031845,0.00057194103
  140,0.692857981,0.3055044413,0.00163755263
  141,0.361651063,0.6353237033,0.00302522606
  143,0.776061535,0.1840021610,0.03993637487
  144,0.958141983,0.0415291749,0.00032885035
  145,0.161935061,0.0449350961,0.79312986135
  147,0.302103639,0.1686597914,0.52923655510
  148,0.461418658,0.5361821651,0.00239918311
  150,0.621993601,0.3498907089,0.02811567672
  151,0.850174665,0.0899939910,0.05983136222
  153,0.857880116,0.1352146417,0.00690531358
  155,0.952069581,0.0475683548,0.00036205957
  156,0.756314337,0.2328915745,0.01079413574
  160,0.229147494,0.6880286932,0.08282384276
  163,0.285238743,0.3001605272,0.41460078955
  164,0.617493629,0.3675806224,0.01492575184
  165,0.475941807,0.4789560735,0.04510217160
  166,0.961327493,0.0383310989,0.00034146596
  167,0.785258055,0.1866775602,0.02806433290
  168,0.851226151,0.1482792795,0.00049458380
  169,0.971516848,0.0273952540,0.00108791329
  170,0.162764236,0.0459009558,0.79133480787
  171,0.644667268,0.3545727730,0.00075996260
  172,0.142356887,0.0441852435,0.81345790625
  173,0.419532776,0.5710576773,0.00940952078
  174,0.139516145,0.8385688066,0.02191501670
  175,0.969505429,0.0271713994,0.00332320435
  176,0.361218274,0.2420691848,0.39671257138
  180,0.756314337,0.2328915745,0.01079413574
  181,0.141302869,0.0344065800,0.82429057360
  182,0.259958953,0.7313213944,0.00871964823
  185,0.640204847,0.3574518561,0.00234330771
  186,0.709752977,0.2643140256,0.02593298443
  187,0.793470204,0.1655567735,0.04097306728
  189,0.143377379,0.8255320191,0.03109066375
  192,0.259958953,0.7313213944,0.00871964823
  194,0.978042603,0.0217096899,0.00024766184
  195,0.816861272,0.1747024655,0.00843631104
  197,0.952069581,0.0475683548,0.00036205957
  198,0.729425788,0.2698853612,0.00068888691
  201,0.997365177,0.0025784560,0.00005632378
  202,0.829774737,0.1543375254,0.01588773355
  203,0.835158229,0.1066970676,0.05814471468
  205,0.891291916,0.1081250757,0.00058294553
  208,0.523424685,0.4690698385,0.00750548858
  209,0.566161275,0.4330158532,0.00082289125
  210,0.466356128,0.3099937141,0.22365015745
  211,0.713117540,0.1351618320,0.15172061324
  214,0.364495367,0.6008555293,0.03464909643
  215,0.180264980,0.0663934797,0.75334155560
  216,0.143572956,0.8317209482,0.02470605262
  218,0.189246774,0.8054663539,0.00528693805
  219,0.898960173,0.0951581001,0.00588176539
  220,0.376304477,0.6010765433,0.02261899598
  222,0.142070785,0.8348512650,0.02307792008
  224,0.039089635,0.9295380712,0.03137229383
  226,0.656663299,0.3200032115,0.02333346568
  228,0.215896383,0.7733287215,0.01077494211
  229,0.171806142,0.0751739815,0.75301986933
  230,0.757839501,0.2404558510,0.00170461775
  231,0.928046107,0.0712343529,0.00071948493
  232,0.964600325,0.0351631083,0.00023653395
  233,0.982394993,0.0174397249,0.00016522553
  235,0.981057525,0.0187366940,0.00020578530
  236,0.992006361,0.0078888917,0.00010472359
  237,0.918060184,0.0185456816,0.06339410692
  241,0.885395885,0.1141923517,0.00041177397
  244,0.756314337,0.2328915745,0.01079413574
  245,0.622124910,0.3770511150,0.00082396617
  246,0.588588059,0.3679907024,0.04342124611
  249,0.764440119,0.2349819392,0.00057794579
  250,0.685662508,0.2819775641,0.03235993534
  252,0.557393909,0.3444305062,0.09817557037
  253,0.128571093,0.0349338390,0.83649504185
  254,0.605540395,0.1147720218,0.27968761325
  255,0.721944571,0.2769151330,0.00114031858
  258,0.664524496,0.2954600155,0.04001548886
  261,0.333037317,0.6083952785,0.05856741592
  264,0.015818937,0.0636498407,0.92053127289
  267,0.162660912,0.8275627494,0.00977630541
  268,0.424049377,0.5134443641,0.06250625849
  271,0.597200155,0.3788576424,0.02394223213
  273,0.997735143,0.0022099514,0.00005494295
  276,0.948213100,0.0511453561,0.00064156367
  277,0.852713406,0.1467153281,0.00057130872
  278,0.912951648,0.0859700665,0.00107827573
  280,0.985075355,0.0145225879,0.00040201895
  281,0.909863532,0.0896839350,0.00045249003
  282,0.890604377,0.0942736119,0.01512198988
  283,0.227399915,0.7091072798,0.06349281222
  285,0.521695733,0.4774037600,0.00090055389
  286,0.976446509,0.0208575688,0.00269588130
  287,0.352114081,0.5804454684,0.06744045764
  288,0.962820053,0.0339401998,0.00323979650
  289,0.952069581,0.0475683548,0.00036205957
  291,0.130663082,0.0262706522,0.84306627512
  294,0.379690796,0.5648875833,0.05542166159
  298,0.873548090,0.1140239462,0.01242797635
  301,0.893233061,0.0923454165,0.01442155708
  303,0.992006361,0.0078888917,0.00010472359
  304,0.970117271,0.0296474975,0.00023517878
  305,0.245642364,0.6989759207,0.05538166687
  307,0.154484391,0.2042283416,0.64128726721
  308,0.501389265,0.4523507357,0.04626000300
  309,0.270405561,0.3472985029,0.38229599595
  310,0.143297464,0.8495508432,0.00715168100
  311,0.763455927,0.2037587464,0.03278535232
  312,0.747828543,0.1737559885,0.07841549069
  314,0.970117271,0.0296474975,0.00023517878
  316,0.812758267,0.1614277363,0.02581404150
  318,0.964600325,0.0351631083,0.00023653395
  322,0.177795038,0.8073515892,0.01485340483
  324,0.820174098,0.1731070280,0.00671882369
  325,0.358509898,0.0971130431,0.54437702894
  326,0.719660521,0.2798076868,0.00053173880
  328,0.756314337,0.2328915745,0.01079413574
  329,0.142251134,0.7167668343,0.14098206162
  330,0.737752497,0.2616866231,0.00056087814
  331,0.992268860,0.0076309107,0.00010025664
  332,0.992006361,0.0078888917,0.00010472359
  333,0.343558580,0.6263670325,0.03007440642
  335,0.885395885,0.1141923517,0.00041177397
  336,0.779366016,0.2124806941,0.00815323740
  337,0.268385082,0.7242069840,0.00740797212
  340,0.192659497,0.0742676482,0.73307281733
  342,0.129323050,0.0302692540,0.84040766954
  344,0.998508275,0.0014401485,0.00005155963
  346,0.959151447,0.0365367197,0.00431178929
  347,0.771553338,0.2268875390,0.00155911257
  349,0.969643295,0.0301308315,0.00022586779
  351,0.789539278,0.2100393623,0.00042133842
  352,0.993561745,0.0063149864,0.00012326926
  353,0.993105829,0.0067737172,0.00012048389
  354,0.547957599,0.4512460232,0.00079643301
  356,0.561150730,0.4357104301,0.00313886977
  359,0.499393851,0.4126462936,0.08795982599
  361,0.913114846,0.0864815563,0.00040362467
  362,0.566161275,0.4330158532,0.00082289125
  365,0.877231419,0.1120722070,0.01069637854
  366,0.718728125,0.2531413138,0.02813054062
  367,0.299723774,0.6681935191,0.03208266571
  368,0.687148571,0.3122580349,0.00059340644
  369,0.260443687,0.7326850891,0.00687122857
  370,0.566161275,0.4330158532,0.00082289125
  372,0.445519060,0.5242936015,0.03018733859
  374,0.608002961,0.3913815320,0.00061555067
  375,0.376337916,0.3188999593,0.30476215482
  376,0.319057852,0.1131826639,0.56775945425
  378,0.092226766,0.9001883864,0.00758490153
  380,0.980087817,0.0197067112,0.00020548428
  382,0.851226151,0.1482792795,0.00049458380
  383,0.884425998,0.1141977906,0.00137625099
  384,0.481608063,0.5176036954,0.00078822830
  386,0.221314013,0.0673558563,0.71133011580
  388,0.987756371,0.0120646413,0.00017893326
  389,0.799698830,0.0846509412,0.11565022916
  390,0.885395885,0.1141923517,0.00041177397
  393,0.551748574,0.4174630046,0.03078841604
  394,0.528072476,0.1483856142,0.32354190946
  395,0.421885401,0.5291796923,0.04893491045
  396,0.276422739,0.1672379225,0.55633938313
  398,0.615711212,0.3677489460,0.01653981209
  399,0.336817622,0.6051598787,0.05802248046
  401,0.955283165,0.0319613181,0.01275550015
  402,0.784413755,0.2043910176,0.01119517256
  404,0.988723397,0.0109089855,0.00036764090
  405,0.975687623,0.0241044722,0.00020788044
  407,0.572644114,0.4260120988,0.00134379382
  410,0.943537295,0.0561394095,0.00032323718
  414,0.320032001,0.6646035314,0.01536443364
  416,0.258070856,0.7171351314,0.02479398064
  418,0.993997216,0.0059084352,0.00009428466
  419,0.455579489,0.3874044716,0.15701599419
  422,0.784739435,0.2137453407,0.00151526404
  423,0.877705395,0.1163847372,0.00590980519
  425,0.913114846,0.0864815563,0.00040362467
  426,0.726957321,0.2725510895,0.00049153384
  427,0.985075355,0.0145225879,0.00040201895
  428,0.191419572,0.8008513451,0.00772911310
  431,0.892381191,0.0981898531,0.00942897052
  433,0.900154769,0.0994532630,0.00039199673
  434,0.960852325,0.0388878994,0.00025974005
  435,0.722890973,0.2764793634,0.00062967237
  436,0.882929325,0.1167522520,0.00031841380
  440,0.640204847,0.3574518561,0.00234330771
  441,0.033851642,0.0195006449,0.94664770365
  442,0.773394525,0.2181388140,0.00846664701
  443,0.931193292,0.0682188347,0.00058792974
  445,0.185713157,0.7962097526,0.01807711646
  448,0.268138707,0.0495701097,0.68229115009
  451,0.452158064,0.5070940852,0.04074784368
  454,0.830282092,0.0878882855,0.08182961494
  456,0.978042603,0.0217096899,0.00024766184
  457,0.153616205,0.0203024223,0.82608139515
  458,0.369394481,0.1196436882,0.51096183062
  459,0.969960034,0.0298147984,0.00022519038
  460,0.431102186,0.2453617156,0.32353612781
  461,0.218608633,0.7195381522,0.06185321510
  463,0.722890973,0.2764793634,0.00062967237
  464,0.894124985,0.0946462825,0.01122877281
  467,0.205884427,0.0543466397,0.73976892233
  468,0.893754184,0.1057522520,0.00049356429
  471,0.625500679,0.3281852007,0.04631418735
  473,0.188139692,0.0555031560,0.75635719299
  475,0.784413755,0.2043910176,0.01119517256
  476,0.079871640,0.0654323176,0.85469603539
  478,0.161774084,0.1572107971,0.68101513386
  481,0.262403011,0.5984662175,0.13913069665
  482,0.652275860,0.3341556191,0.01356851682
  483,0.566161275,0.4330158532,0.00082289125
  485,0.963130891,0.0339511558,0.00291799777
  490,0.993874252,0.0060218745,0.00010382162
  493,0.964600325,0.0351631083,0.00023653395
  494,0.869293392,0.1281404048,0.00256619765
  508,0.589134037,0.3506987691,0.06016722694
  509,0.986844540,0.0090271235,0.00412830943
  510,0.973425150,0.0250416491,0.00153319747
  511,0.986523569,0.0133455107,0.00013090680
  512,0.566161275,0.4330158532,0.00082289125
  513,0.316416830,0.2798990607,0.40368410945
  514,0.481608063,0.5176036954,0.00078822830
  516,0.986402988,0.0134660751,0.00013089081
  517,0.587847531,0.3677940369,0.04435848072
  518,0.735669315,0.2619945109,0.00233616796
  520,0.167468220,0.7635276318,0.06900415570
  521,0.815932274,0.1832824796,0.00078524026
  522,0.895578146,0.1033040211,0.00111785042
  523,0.415395945,0.5013135076,0.08329051733
  524,0.742307663,0.2572262585,0.00046613647
  525,0.484967887,0.4991789758,0.01585313678
  526,0.317417920,0.6500694752,0.03251264989
  527,0.868988991,0.1134288460,0.01758213341
  528,0.496324629,0.4847178161,0.01895749383
  529,0.932138383,0.0471073128,0.02075423673
  530,0.297688961,0.3769800663,0.32533094287
  531,0.992804229,0.0070961243,0.00009961348
  534,0.361651063,0.6353237033,0.00302522606
  535,0.290921837,0.6985774636,0.01050069463
  536,0.973741293,0.0260461681,0.00021252770
  537,0.398471862,0.5761675835,0.02536057867
  538,0.719662666,0.2365927547,0.04374459013
  539,0.283926398,0.0922935605,0.62378001213
  540,0.978926837,0.0169384368,0.00413472438
  542,0.404140234,0.5906105638,0.00524916546
  545,0.718481600,0.2744370997,0.00708134891
  546,0.314876616,0.6785975695,0.00652583456
  547,0.986523569,0.0133455107,0.00013090680
  548,0.566161275,0.4330158532,0.00082289125
  551,0.990924180,0.0086471578,0.00042863048
  554,0.355097979,0.6282437444,0.01665832661
  556,0.629767001,0.2871814370,0.08305155486
  557,0.608102858,0.3911538124,0.00074333779
  559,0.963121355,0.0363219082,0.00055676495
  560,0.898210108,0.0950787067,0.00671120826
  562,0.992918432,0.0069603175,0.00012125077
  563,0.220522612,0.3558051288,0.42367225885
  564,0.975637674,0.0234476048,0.00091473706
  565,0.416828603,0.5082868934,0.07488454878
  566,0.127838627,0.0633483306,0.80881309509
  567,0.083995290,0.0405815095,0.87542319298
  568,0.621993601,0.3498907089,0.02811567672
  571,0.436823189,0.4752176106,0.08795917779
  572,0.885395885,0.1141923517,0.00041177397
  573,0.784702003,0.2148638368,0.00043412644
  574,0.823008597,0.1737052798,0.00328610721
  577,0.808813751,0.1898403913,0.00134579930
  578,0.746694088,0.2311057746,0.02220009640
  579,0.991458893,0.0084305229,0.00011050843
  582,0.141743809,0.1621887833,0.69606745243
  584,0.302604914,0.6677450538,0.02965000086
  586,0.589134037,0.3506987691,0.06016722694
  587,0.234769508,0.0774912685,0.68773919344
  589,0.607647657,0.2893793583,0.10297302902
  590,0.674271166,0.3146434128,0.01108543016
  591,0.992435634,0.0074375016,0.00012687393
