id,predict_0,predict_1,predict_2
    2,0.460011363,0.5393685699,0.00062010816
    3,0.713685691,0.2554698884,0.03084438108
    4,0.917866647,0.0781234875,0.00400992343
    7,0.435408384,0.5086798668,0.05591177568
    9,0.129306793,0.8191933036,0.05149989575
   10,0.965588152,0.0305066127,0.00390518527
   11,0.688220859,0.3112763762,0.00050272694
   12,0.843210995,0.1511327177,0.00565630151
   14,0.466918737,0.5248711705,0.00821006391
   15,0.967392743,0.0324148014,0.00019246461
   16,0.488721877,0.4008568823,0.11042123288
   17,0.821493685,0.1750395745,0.00346672931
   18,0.997255743,0.0026771352,0.00006710977
   21,0.258974046,0.6441403627,0.09688555449
   22,0.940356255,0.0594243966,0.00021936765
   25,0.932162941,0.0662472323,0.00158984994
   30,0.952105045,0.0476704240,0.00022453845
   32,0.558607519,0.4403437674,0.00104871392
   34,0.506013453,0.1954802126,0.29850631952
   35,0.377519280,0.5976387858,0.02484190091
   36,0.847643256,0.1519579440,0.00039880266
   37,0.843210995,0.1511327177,0.00565630151
   39,0.975930095,0.0175826885,0.00648728432
   40,0.254309684,0.1964436173,0.54924666882
   41,0.681703627,0.3178519607,0.00044438246
   42,0.301818967,0.6744654179,0.02371562645
   45,0.289618433,0.2925566435,0.41782495379
   46,0.907648683,0.0921209455,0.00023041989
   47,0.902278125,0.0781189427,0.01960291713
   48,0.278193384,0.0732680187,0.64853858948
   50,0.409303039,0.5011948943,0.08950202167
   51,0.197984174,0.7943990231,0.00761684962
   52,0.992918432,0.0069751358,0.00010646974
   56,0.583104789,0.4158163071,0.00107886991
   58,0.680863380,0.3150650263,0.00407161145
   62,0.948949456,0.0507590063,0.00029153365
   63,0.993853092,0.0059997370,0.00014718102
   65,0.014113406,0.0359437168,0.94994282722
   66,0.304954946,0.2254997790,0.46954524517
   70,0.376711041,0.1849703342,0.43831861019
   71,0.969462872,0.0270716213,0.00346546806
   72,0.529670537,0.3668345809,0.10349489748
   73,0.962194383,0.0375275910,0.00027800968
   74,0.326337278,0.6734390259,0.00022368341
   76,0.749777079,0.2495933026,0.00062962819
   77,0.885695577,0.1030922085,0.01121219341
   78,0.648767412,0.3078358173,0.04339675978
   82,0.237638950,0.7057769299,0.05658407137
   85,0.381683469,0.2432503998,0.37506613135
   86,0.982395470,0.0174515694,0.00015291804
   87,0.631615758,0.3207319081,0.04765233025
   95,0.992544711,0.0073637571,0.00009155389
   96,0.080493107,0.0214240085,0.89808291197
   97,0.846072793,0.0908489078,0.06307832897
   98,0.980068922,0.0197784789,0.00015255591
  100,0.975930095,0.0175826885,0.00648728432
  101,0.793869197,0.2051908374,0.00093992270
  102,0.963197768,0.0366030894,0.00019908664
  103,0.558924258,0.4273709059,0.01370482519
  106,0.707196295,0.1313168555,0.16148683429
  108,0.569673479,0.4297257066,0.00060079084
  109,0.843210995,0.1511327177,0.00565630151
  110,0.843210995,0.1511327177,0.00565630151
  113,0.620863318,0.2332889736,0.14584767818
  114,0.829757094,0.1647780240,0.00546481740
  116,0.939846992,0.0467126854,0.01344037708
  117,0.636493325,0.3027997017,0.06070696563
  118,0.644407749,0.3078944981,0.04769779742
  121,0.989846528,0.0099296514,0.00022384551
  122,0.977653563,0.0188240819,0.00352234277
  123,0.918686092,0.0792234465,0.00209047901
  124,0.987016201,0.0128684286,0.00011535624
  126,0.465209901,0.5325765014,0.00221360358
  127,0.785102725,0.2055894583,0.00930785295
  128,0.625758767,0.3659215271,0.00831965636
  133,0.376520008,0.5960568786,0.02742312476
  136,0.134119362,0.5060086846,0.35987192392
  137,0.706114650,0.2934540510,0.00043129930
  140,0.700677633,0.2975348234,0.00178752025
  141,0.264623284,0.7338795662,0.00149717764
  143,0.800203085,0.1679800153,0.03181692585
  144,0.962120593,0.0375818834,0.00029756210
  145,0.125384361,0.0344660729,0.84014958143
  147,0.353542209,0.2184093744,0.42804843187
  148,0.420258403,0.5782590508,0.00148253574
  150,0.626621008,0.3526279628,0.02075102367
  151,0.837097108,0.0898851231,0.07301779836
  153,0.896316111,0.0970081314,0.00667579984
  155,0.954477191,0.0452097170,0.00031308577
  156,0.763021886,0.2293710858,0.00760702649
  160,0.194010660,0.7373281121,0.06866122037
  163,0.243300498,0.2819189429,0.47478061914
  164,0.624592423,0.3652395010,0.01016802993
  165,0.429046184,0.5227699876,0.04818377271
  166,0.970185697,0.0295801479,0.00023412098
  167,0.823346019,0.1565314233,0.02012255974
  168,0.847643256,0.1519579440,0.00039880266
  169,0.960358560,0.0387123227,0.00092916744
  170,0.058877222,0.0236692000,0.91745352745
  171,0.626446843,0.3729445040,0.00060866703
  172,0.156229407,0.0563783124,0.78739225864
  173,0.416414469,0.5773510337,0.00623452244
  174,0.129033715,0.7877640724,0.08320222050
  175,0.970684826,0.0263616126,0.00295349839
  176,0.371122658,0.2511050999,0.37777221203
  180,0.786573291,0.2065757364,0.00685102493
  181,0.157926634,0.0379752964,0.80409801006
  182,0.259251088,0.7322469354,0.00850191992
  185,0.649782360,0.3483823240,0.00183529197
  186,0.926084936,0.0681770891,0.00573799247
  187,0.838220000,0.1349370480,0.02684293129
  189,0.172245219,0.7928830981,0.03487168625
  192,0.259251088,0.7322469354,0.00850191992
  194,0.980619192,0.0191765055,0.00020430743
  195,0.843210995,0.1511327177,0.00565630151
  197,0.965912402,0.0337707847,0.00031683670
  198,0.780533731,0.2188155949,0.00065068883
  201,0.997209132,0.0027296154,0.00006123861
  202,0.805253863,0.1788090318,0.01593715511
  203,0.953799009,0.0303541124,0.01584685780
  205,0.848372817,0.1511414796,0.00048567183
  208,0.587696671,0.4057779312,0.00652541500
  209,0.569673479,0.4297257066,0.00060079084
  210,0.158900127,0.4549233913,0.38617649674
  211,0.926185787,0.0254782606,0.04833597317
  214,0.920401394,0.0712039694,0.00839465950
  215,0.647340238,0.0999794677,0.25268024206
  216,0.135102153,0.8462752700,0.01862257533
  218,0.168163508,0.8278177977,0.00401866389
  219,0.864600718,0.0953503549,0.04004894570
  220,0.377519280,0.5976387858,0.02484190091
  222,0.125087067,0.8492622972,0.02565065585
  224,0.061878987,0.9026844501,0.03543653712
